m.09gjxn	 people person education	m.02zd2b
m.04n7kgz	 location location primarily containedby	m.01cx_
m.01w8b5	 people person profession	m.0c5lg
m.0fttg	 location location people born here	m.012kbj
m.0p0cw	 location administrative division capital relationship administrative division	m.0ncj8
m.07tcs	 base biblioness bibs location country	m.0d0vqn
m.0h45n	 people place lived location	m.0gc4gb
m.0bwjj	 basketball basketball player stats team	m.03lh3v
m.059rby	 location location contains	m.0y51z
m.051jrr	 sports pro athlete teams	m.070xg
m.05fky	 location location contains	m.027b43
m.02_72x3	 business company place founded	m.0fm7s
m.07vf5c	 film performance film	m.025mp5
m.0jmgb	 sports sports team roster team	m.06928n
m.0bczm7	 baseball baseball manager former teams managed	m.03lpp_
m.0h7h6	 people place lived location	m.0h0z7
m.02bq1j	 education education institution	m.01xbj3
m.01fnd0	 people person religion	m.019cr
m.02ppmf	 basketball basketball player player statistics	m.0jm74
m.06wf35	 people person place of birth	m.05qtj
m.01th73	 people person place of birth	m.01cx_
m.0489y8n	 location location containedby	m.01n7q
m.0xtz9	 location hud county place county	m.03kf__
m.09c7w0	 location location contains	m.03hlnrq
m.016hk4	 people person education	m.06pwq
m.01yx1b	 education education institution	m.06qnzq
m.04d5sj	 education education student	m.0hd7j
m.0n5j_	 location location contains	m.0xkz0
m.03v1nr	 education education student	m.027kp3
m.07t31	 government governmental body members	m.01xcd1
m.06ptx	 location location adjoin s	m.035p3
m.06g40m	 people person education	m.05krk
m.0bqs56	 people person place lived	m.01w9hg
m.02p7629	 business person company	m.027jjn
m.01gbzb	 location location people born here	m.03h232y
m.0x67	 people ethnicity people	m.02ps140
m.05xkn8	 people person nationality	m.09c7w0
m.0lbp_	 people place of interment interred here	m.011lf5
m.021c6_	 business acquisition company acquired	m.0l8sx
m.04l04x	 olympics olympic athlete medals won	m.09619m
m.03wqt2b	 business board member organization board memberships	m.03s7h
m.043yj	 location location people born here	m.06b3g4
m.01zdkg	 basketball basketball historical coach position coach	m.0jm2v
m.0ctdbp	 people person place of birth	m.02_286
m.0cv3w	 base popstra vacation choice location	m.0f4vbz
m.03wg6jd	 people person place of birth	m.0r8df
m.0f2sq	 location location containedby	m.0379zq
m.01pj48	 education educational institution students graduates	m.043t6k
m.03lgg	 people person nationality	m.09c7w0
m.05zl0	 education education institution	m.02qqtz6
m.0b_c7	 people person nationality	m.03rjj
m.05r4_p	 location location containedby	m.0dclg
m.034gbm	 sports pro athlete teams	m.01ypc
m.05mv86	 baseball baseball player batting stats	m.0cqt41
m.07n98j	 people person place of birth	m.082fr
m.0bsr_5	 sports drafted athlete drafted	m.0jml5
m.0r03f	 people place lived location	m.01vvydl
m.0235l	 location us county county seat	m.0235l
m.01pl14	 sports sports league draft pick school	m.0jm4b
m.02jx1	 location location contains	m.0n9_2
m.0flrbc	 location adjoining relationship adjoins	m.02m4d
m.0r5nf	 location location adjoin s	m.0qcrj
m.03wcxfb	 business employment tenure person	m.04vrnl
m.032680	 people person place of birth	m.0df4y
m.01q8vl	 education education student	m.05zl0
m.0rtv	 people place lived location	m.01nq2x3
m.02bc74	 base popstra celebrity friendship	m.01_ztw
m.032yzn	 location location containedby	m.0l2vz
m.059g24	 people person spouse s	m.0m38x
m.04fw6r	 education educational institution campus educational institution	m.04fw6r
m.02nrqjz	 tv tv regular personal appearance appearance type	m.03lmf1
m.015g2s	 people place lived location	m.0jh2y
m.01d6g	 sports professional sports team draft picks	m.059_q3
m.06scxh	 people person employment history	m.0288zy
m.04mjl	 base schemastaging athlete salary team	m.06pt4l
m.0g8fs	 education education institution	m.028dny
m.01qh7	 location location people born here	m.01k9qk
m.0bnhtk	 people person employment history	m.078bz
m.0yvs3	 location location people born here	m.01pcbg
m.025t9xh	 base popstra fashion choice designer	m.07swvb
m.0315y9	 people person nationality	m.09c7w0
m.0ccj4	 people deceased person place of death	m.0947l
m.0713r	 sports sports team roster team	m.062whz
m.0dq16	 location location people born here	m.01q7t74
m.0j1yf	 base popstra celebrity friendship	m.03h_0_z
m.05kkh	 people place lived location	m.019l42
m.0498y	 location location contains	m.0493v33
m.03cdg	 influence influence node influenced	m.049gc
m.0g1rw	 film film film distributor relationship distributor	m.079xtj
m.07szy	 education educational institution students graduates	m.01vs_v8
m.0ly5n	 people person place lived	m.03v0t
m.01vsl3_	 influence influence node influenced by	m.041mt
m.06_0sk	 people person education	m.02w6bq
m.0dvf4j	 people person profession	m.0c5lg
m.07tgn	 education education institution	m.0xtcw
m.09nmth	 education education student	m.05zl0
m.0kzfp	 education education student	m.0m49v
m.01hjjk	 people person nationality	m.0hzlz
m.098x_	 people deceased person place of death	m.0q8yg
m.0271sks	 people person nationality	m.02jx1
m.0fc2c	 location location contains	m.0y1n9
m.0p_2r	 people person education	m.07wjk
m.02pp6y1	 baseball baseball player batting stats	m.01yjl
m.02vntj	 celebrities celebrity celebrity friends	m.03rl84
m.040tcr	 people person nationality	m.09c7w0
m.051q5	 sports sports league draft pick team	m.0gs8cr
m.07l24	 american football player game statistics team	m.0fqs3n
m.0f1ct	 education education student	m.04rwx
m.01fmjx	 education education student	m.03ksy
m.061xq	 baseball batting statistics team	m.046jt2
m.05zl0	 education education institution	m.083q7
m.03qvcj	 people person place of birth	m.0498y
m.011ywj	 film film starring	m.015rkw
m.04bfqj6	 location location containedby	m.05kkh
m.028t11	 sports sports team roster player	m.0jnm_
m.01gzfn	 people person place lived	m.0f1sm
m.02x7c62	 people person place of birth	m.071cn
m.0286jvy	 people deceased person place of death	m.059rby
m.0qb0j	 base aareas schema administrative area administrative children	m.01l3s0
m.0713r	 sports sports team roster	m.01dk_
m.01kl14	 business company headquarters	m.09c7w0
m.01km9d	 music artist origin	m.0cr3d
m.02gr81	 education education institution	m.01qw9t
m.01pkxs9	 people person ethnicity	m.0x67
m.07b3x7	 education education student	m.03qdm
m.04sv4	 business person company	m.04691z4
m.03nf04	 olympics olympic athlete medals won	m.02ppjp
m.0w1bd	 location hud county place place	m.0w1bd
m.044k8	 people deceased person place of death	m.0f2wj
m.05f4b25	 people person nationality	m.03rt9
m.019_f9	 location location containedby	m.07ssc
m.01k165	 government political appointer appointees	m.05rh2
m.04gcd1	 people person place lived	m.050l8
m.09bsc9	 education education student	m.06fq2
m.06nzvh	 people person place of birth	m.0dlxj
m.0465_	 influence influence node influenced by	m.02lqj
m.0fk2r9	 baseball baseball player batting stats	m.01yjl
m.04bs3j	 people person education	m.0bwfn
m.03d2kdb	 people person education	m.06pwq
m.06pvr	 location location contains	m.0r1gl
m.08c294	 business company headquarters	m.09c7w0
m.02m77	 location location people born here	m.01fktn
m.02cl1	 location location contains	m.0cc9l6
m.03qdm	 education education institution	m.0brch7
m.0fnmz	 business company child	m.013807
m.01q_ph	 base popstra canoodled participant	m.019pm_
m.04c49sz	 location location containedby	m.09c7w0
m.01jsn5	 education educational institution students graduates	m.07d494
m.031brh	 people marriage spouse	m.03m5g5
m.03mw37	 people deceased person place of death	m.0rrwt
m.0bz19w	 education education student	m.07szy
m.01ztgm	 base popstra friendship participant	m.02khkd
m.06btq	 location location contains	m.02pphqc
m.028tcf	 olympics olympic athlete medals won	m.028t4w
m.03cfjg	 people person place lived	m.04tgp
m.05b_6m	 baseball baseball player batting stats	m.0cqt41
m.05rdv2	 education education student	m.01k2wn
m.0x67	 people ethnicity people	m.01jrhn4
m.0g59p_	 location location partially contained by	m.02x21
m.04vrg	 people person place lived	m.0285r1
m.015btn	 people profession people with this profession	m.04qj43
m.02hp7q	 geography lake basin countries	m.047lj
m.01rchs	 people deceased person place of death	m.02_286
m.01k8rb	 base popstra dated participant	m.0c0k1
m.07lv9	 business board member organization board memberships	m.090r7m
m.09c7w0	 location location contains	m.0qsvr
m.03twlk	 people person place of birth	m.01cx_
m.037kyw	 location location containedby	m.02_286
m.030qb3t	 people place lived location	m.0bdxs5
m.0jxjm	 location location contains	m.0rs82
m.06mz5	 location partial containment relationship partially contained by	m.04ykz
m.0347c_	 people person place lived	m.0d6lp
m.05kkh	 location mailing address state province region	m.043r7h7
m.045szg	 olympics olympic medal honor medalist	m.07wp4_
m.083pr	 media common dedication dedicated by	m.07t31
m.0b9f2l	 people person nationality	m.09c7w0
m.0d0gxj	 people person nationality	m.09c7w0
m.0d2kt	 location location partially contained by	m.04jpl
m.03rt9	 base schemastaging phone sandbox service location	m.03p39x1
m.08hp53	 film writer film	m.04fzfj
m.0tln7	 base biblioness bibs location country	m.09c7w0
m.03hpkp	 education education institution	m.0dzv64
m.03x31g	 people sibling relationship sibling	m.04mzw77
m.018lxn	 people person nationality	m.09c7w0
m.02h53vy	 business company headquarters	m.01n7q
m.02_286	 location location people born here	m.026pw8
m.02h6_6p	 location location people born here	m.07wzd5z
m.036pw8	 business company headquarters	m.01n7q
m.020dc5	 people person place of birth	m.03khn
m.07wrz	 education education institution	m.05kldj
m.02_g11	 business company board members	m.078bbg
m.023xnd	 business company headquarters	m.0n1rj
m.026_rg7	 education education student	m.05zl0
m.03s9b	 people person nationality	m.0d0vqn
m.07w9n	 location location partially contained by	m.05bcl
m.02t_y3	 people person place of birth	m.0dclg
m.05tg3	 base schemastaging athlete salary team	m.0cwmxb
m.02t_hm	 people person education	m.0k9wp
m.07t58	 government government position held governmental body	m.05fkf
m.047ks8	 people person nationality	m.0345h
m.01d5z	 sports sports team roster	m.079qlc
m.0n57k	 location us county hud county place	m.0xt93
m.0cc56	 location location people born here	m.04v311
m.01lfbh	 government politician government positions held	m.02vzc
m.02_286	 location location people born here	m.01skmp
m.02l424	 education educational institution students graduates	m.07cl5_
m.09bx00	 location administrative division second level division of	m.06mzp
m.0hnlx	 people person nationality	m.0h7x
m.04jpl	 people place lived location	m.03ld05
m.01_d4	 location location people born here	m.0fm88q
m.010lzl	 location location containedby	m.07z1m
m.017jq	 geography island group islands in group	m.034cm
m.09l3qy	 people person education	m.03v6t
m.014zws	 education education institution	m.0362r9
m.0gm_wx	 people person nationality	m.09c7w0
m.0y7l1	 location location containedby	m.09c7w0
m.072jsd	 people person place of birth	m.06tgw
m.04frwq	 education education student	m.019c57
m.01n4w	 people place lived location	m.02rnj5g
m.03rjj	 base schemastaging phone sandbox service location	m.026_sx9
m.0m2l9	 base popstra celebrity friendship	m.02jsrt
m.018q8v	 influence influence node influenced by	m.0dw6b
m.03qpd9	 people person employment history	m.08815
m.03r7j3	 location location containedby	m.071vr
m.060btd	 people person place lived	m.05d49
m.088vb	 location adjoining relationship adjoins	m.04tr1
m.0337zp	 people person spouse s	m.0r5lz
m.09c7w0	 common phone number service location	m.021086
m.028r9s	 sports pro athlete teams	m.0hm2b
m.05bmq	 location location partiallycontains	m.0p_70
m.08gf9t	 sports pro athlete teams	m.070xg
m.09c7w0	 location location contains	m.021h5x6
m.0y2r_	 location location people born here	m.05dbf1
m.016tbr	 base popstra friendship participant	m.05vnvn
m.03gph9	 influence influence node influenced	m.081lh
m.0438pz	 people person place of birth	m.02_286
m.0151w_	 base popstra celebrity dated	m.043zg
m.05j0s4	 people person education	m.03ksy
m.0r495	 location location containedby	m.01n7q
m.01k85s	 book periodical publisher period publisher	m.01bgtn
m.02vk52z	 organization membership organization members	m.06sff
m.0182p8	 education education student	m.01bm_
m.02x681r	 people person employment history	m.01ps1k
m.015qh	 location location containedby	m.02j9z
m.02pv5g5	 location location containedby	m.07bcn
m.019dg2	 education academic advisees	m.030xd
m.01xsjk	 location location containedby	m.0d0x8
m.0ws7	 sports sports team roster team	m.0f9958
m.06k5_	 location location adjoin s	m.0f1_p
m.02qgyv	 people person place lived	m.01_d4
m.02__x	 base schemastaging athlete salary team	m.07n3dp
m.07q13	 education education student	m.0gjv_
m.01svw8n	 music artist origin	m.0r172
m.01kfth	 tv tv regular personal appearance person	m.01bncw
m.06mrp5	 people deceased person place of death	m.04qdj
m.01p4mq	 business company board members	m.01db7p
m.01_24	 baseball baseball player batting stats	m.01d5z
m.04s7y	 location adjoining relationship adjoins	m.06nrt
m.039d4	 business person company	m.0dv22k
m.01snm	 people place lived location	m.02vtt1
m.055vr	 location location containedby	m.03rk0
m.01y49	 sports sports league participation team	m.059yj
m.01yx7f	 business company child	m.04vt3m
m.0p_47	 base popstra dated participant	m.074g02
m.02vk52z	 organization membership organization members	m.05r4w
m.06mr6	 people person nationality	m.06q1r
m.03v0t	 location location contains	m.0s6ft
m.017z88	 education educational institution students graduates	m.064ywb
m.03b59v	 business company headquarters	m.09c7w0
m.0dv814	 people person place of birth	m.09c7w0
m.0kzvr	 location location containedby	m.0f8l9c
m.03nnwny	 people person education	m.05zl0
m.02j71	 base aareas schema administrative area administrative children	m.0jgx
m.01bm_	 education educational institution students graduates	m.0271r17
m.06x68	 sports sports team roster team	m.0fsjwp
m.0rd73	 people place lived location	m.01l_yg
m.0cqd1d	 olympics olympic athlete affiliation athlete	m.09c7w0
